subject,relation,object,pattern,source_url
Vasa Mijić,citizenOf,Serbia,wikidata_structured,https://www.wikidata.org
Luděk Černoušek,citizenOf,Czech Republic,wikidata_structured,https://www.wikidata.org
Loïc De Kergret,citizenOf,France,wikidata_structured,https://www.wikidata.org
Loïc Geiler,citizenOf,France,wikidata_structured,https://www.wikidata.org
Loïc Lacroix,citizenOf,France,wikidata_structured,https://www.wikidata.org
Loïc Le Marrec,citizenOf,France,wikidata_structured,https://www.wikidata.org
Luca Cantagalli,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Luca Tencati,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Kenji Shimaoka,citizenOf,Japan,wikidata_structured,https://www.wikidata.org
Masayuki Minami,citizenOf,Japan,wikidata_structured,https://www.wikidata.org
Lénaïc Pépin,citizenOf,France,wikidata_structured,https://www.wikidata.org
Jared Huffman,citizenOf,United States,wikidata_structured,https://www.wikidata.org
Lukáš Ticháček,citizenOf,Czech Republic,wikidata_structured,https://www.wikidata.org
Daniel Castellani,citizenOf,Argentina,wikidata_structured,https://www.wikidata.org
Maikel Cardona,citizenOf,Italy,wikidata_structured,https://www.wikidata.org
Maikel Cardona,citizenOf,Cuba,wikidata_structured,https://www.wikidata.org
Peter Wohlfahrtstätter,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Tine Urnaut,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Tomislav Čošković,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alen Pajenk,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Aleš Holubec,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Alexandre Sloboda,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Alexandre Tartero,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Cosimo Gallotta,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Andrija Gerić,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Christian Dünnes,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Adrien Clément,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Adrien Prével,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Ahmet Pezük,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Aleksandar Milivojević,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alen Šket,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Mike van de Goor,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Marien Moreau,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alexandre Gaumont-Casias,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alexis Farjaudon,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alfred Groussiaut,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Wilt Chamberlain,playsPosition,center,wikidata_structured,https://www.wikidata.org
Amaury Lepetit,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Igor Vušurović,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Wout Wijsmans,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Michał Kubiak,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Uroš Kovačević,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Todor Aleksiev,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Ahmed Kadhi,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Zbigniew Bartman,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Scott Touzinsky,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Martin van der Horst,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Wolfgang Kuck,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Norbert Walter,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Alexander Kovalenko,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Markus Steuerwald,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Jan Posthuma,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Giba,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Aleksandar Atanasijević,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Mihajlo Mitić,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Daniele Vergnaghi,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Teodor Salparov,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Nikola Rosić,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Giovanni Polidori,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Reinder Nummerdor,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Andrea Zorzi,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Apostolos Nikolaidis,playsPosition,defender,wikidata_structured,https://www.wikidata.org
Frank Dehne,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Robert Koch,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Fernando Morales,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Yevgeny Sivozhelez,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Craig Buck,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Preguinho,playsPosition,forward,wikidata_structured,https://www.wikidata.org
Simon Tischer,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Clayton Stanley,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Murilo Endres,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Aleksandar Mitrović,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Pablo Crer,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Sebastian Solé,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Wiktor Josifow,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Sérgio Santos,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Bian Hongmin,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Urpo Sivula,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Todor Skrimow,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Renaud Herpe,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Denis Kaliberda,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Frank Bachmann,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Sebastian Kühner,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Christian Pampel,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Reid Priddy,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alexis González,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Bruno Rezende,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Aleš Fabjan,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Marcin Możdżonek,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
André Nascimento,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Rodrigo Quiroga,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Nicolás Bruno,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Georg Grozer,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Kim Ho-Chul,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Eugen Bakumovski,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Aleksandr Sokolov,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Patrick Steuerwald,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Vladimir Kondra,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Jochen Schöps,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Vyacheslav Zaytsev,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Andrea Bari,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Ferdinand Tille,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Andrea Giovi,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Goran Vujević,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Felix Fischer,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Frantz Granvorka,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Dante Amaral,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Cristian Casoli,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Novica Bjelica,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Marcus Popp,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Marcus Böhme,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Andrea Bartoletti,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Dejan Bojović,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Simone Rosalba,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Pietro Rinaldi,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Georg Wiebel,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Milan Rašić,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Ludovic Castard,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Sebastian Schwarz,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Ian Umlauft,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alejandro Spajic,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Ralph Bergmann,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Ibán Pérez Manzanares,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Moon Sung-min,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Stefan Hübner,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Alain Fabiani,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Achilleas Papadimitriou,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Aleksey Babeshin,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Mark Siebeck,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Max Günthör,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Amine Bessrour,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Jakub Bednaruk,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Andrea Lucchetta,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Michał Bąkiewicz,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Nikolay Apalikov,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Mikko Esko,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Marcus Guttmann,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
David Lee,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Adrian Radu Gontariu,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Adrien Taghin,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Alex Damiaony,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Alexei Cheremisin,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Anderson Rodrigues,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Alexandre Antônio Bergamo,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Alexandre Jioshvili,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Łukasz Żygadło,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Ali Çayır,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Gavin Schmitt,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Arkadiusz Gołaś,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Adam Kamiński,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Richard Schuil,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Ivan Zaytsev,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Héctor Soto,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Claudio Bonati,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Aleksandr Kosarev,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Karol Kłos,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Miloš Stojković,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Cristian Savani,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Juan José Salvador,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Bart Jan Janssen,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Jaime Gómez,playsPosition,goalkeeper,wikidata_structured,https://www.wikidata.org
Brian Thornton,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Aleksandr Korneev,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Tuomas Sammelvuo,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Nico Freriks,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Steve Timmons,playsPosition,opposite hitter,wikidata_structured,https://www.wikidata.org
Emanuel Kohút,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Radosław Panas,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Dallas Soonias,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Bernardo Rezende,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Jean-Charles Monneraye,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Axel Jacobsen,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Blair Cameron Bann,playsPosition,libero,wikidata_structured,https://www.wikidata.org
Idner Faustino Lima Martins,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Philip Schneider,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Rafael Pascual,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Bas van Bemmelen,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Branislav Skladaný,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Nikola Kovačević,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
João José,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Nikola Grbić,playsPosition,setter,wikidata_structured,https://www.wikidata.org
Rodrigão,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Gustavo Endres,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Vigor Bovolenta,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Alexander Shafranovich,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Björn Höhne,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Takahiro Yamamoto,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Miloš Vemić,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
Ruslan Olikhver,playsPosition,middle blocker,wikidata_structured,https://www.wikidata.org
Ivan Miljković,playsPosition,outside hitter,wikidata_structured,https://www.wikidata.org
